Make,Model,Class,EngineSize,Cylinders,Transmission,FuelType,ConsumptionCity,ConsumptionHwy,ConsumptionComb,CO2_Emissions,CO2_Rating
Alfa Romeo,Giulia,Mid-size,2,4,A8,Z,10,7.2,8.7,205,5
Alfa Romeo,Giulia AWD,Mid-size,2,4,A8,Z,10.5,7.7,9.2,217,5
Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,Z,13.5,9.3,11.6,271,4
Alfa Romeo,Stelvio,SUV: Small,2,4,A8,Z,10.3,8.1,9.3,218,5
Alfa Romeo,Stelvio AWD,SUV: Small,2,4,A8,Z,10.8,8.3,9.6,226,5
Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,Z,13.9,10.3,12.3,288,4
Aston Martin,DB11 V8,Minicompact,4,8,A8,Z,13,9.8,11.5,271,4
Aston Martin,DB11 V12,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,324,3
Aston Martin,DBS V12,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,324,3
Aston Martin,DBX V8,SUV: Standard,4,8,A9,Z,16.8,11.9,14.6,343,3
Aston Martin,DBX707,SUV: Standard,4,8,A9,Z,15.7,12,14,329,3
Aston Martin,Vantage V8,Two-seater,4,8,A8,Z,13.1,9.6,11.5,270,4
Aston Martin,V12 Vantage,Two-seater,5.2,12,A8,Z,17.2,10.8,14.3,337,3
Audi,A3 40 TFSI quattro,Subcompact,2,4,AM7,X,8.7,6.8,7.9,183,6
Audi,A4 Sedan 45 TFSI quattro,Compact,2,4,AM7,Z,9.7,7.4,8.7,203,5
Audi,A4 allroad 45 TFSI quattro,Station wagon: Small,2,4,AM7,Z,10.1,7.9,9.1,214,5
Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2,4,AM7,Z,9.9,7.6,8.9,208,5
Audi,A5 Coupé 45 TFSI quattro,Subcompact,2,4,AM7,Z,9.7,7.4,8.7,203,5
Audi,A5 Sportback 45 TFSI quattro,Mid-size,2,4,AM7,Z,9.7,7.4,8.7,203,5
Audi,A6 45 TFSI quattro,Mid-size,2,4,AM7,Z,10,7.5,8.9,207,5
Audi,A6 55 TFSI quattro,Mid-size,3,6,AM7,Z,11.1,7.8,9.6,224,5
Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3,6,AM7,Z,11.1,7.8,9.6,224,5
Audi,A7 Sportback 55 TFSI quattro,Mid-size,3,6,AM7,Z,11.1,7.8,9.6,224,5
Audi,A8 L Sedan 55 TFSI quattro,Full-size,3,6,AS8,Z,12.5,8.3,10.6,247,5
Audi,Q3 45 TFSI quattro,SUV: Small,2,4,AS8,X,11.2,8.4,10,233,5
Audi,Q5 40 TFSI quattro,SUV: Small,2,4,AM7,Z,10.2,8.2,9.3,217,5
Audi,Q5 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.6,8.2,9.5,223,5
Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.6,8.2,9.5,223,5
Audi,Q7 45 TFSI quattro,SUV: Standard,2,4,AS8,Z,12.2,9.5,11,257,4
Audi,Q7 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12.9,10.9,12,281,4
Audi,Q8 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12.8,10.4,11.7,273,4
Audi,R8 Coupé Performance,Two-seater,5.2,10,AM7,Z,16.6,10.2,13.7,320,3
Audi,R8 Coupé Performance quattro,Two-seater,5.2,10,AM7,Z,17.7,12.8,15.5,361,2
Audi,R8 Spyder Performance,Two-seater,5.2,10,AM7,Z,16.6,10.2,13.7,320,3
Audi,R8 Spyder Performance quattro,Two-seater,5.2,10,AM7,Z,17.7,12.8,15.5,361,2
Audi,R8 GT Coupé,Two-seater,5.2,10,AM7,Z,16.2,11.2,14,328,3
Audi,RS 5 Coupé quattro,Subcompact,2.9,6,AS8,Z,13.2,9.2,11.4,266,4
Audi,RS 5 Sportback quattro,Mid-size,2.9,6,AS8,Z,13.2,9.3,11.5,267,4
Audi,RS 6 Avant quattro,Station wagon: Mid-size,4,8,AS8,Z,16.4,11.1,14.1,328,3
Audi,RS 7 Sportback quattro,Mid-size,4,8,AS8,Z,16.4,11.1,14.1,328,3
Audi,RS Q8 quattro,SUV: Standard,4,8,AS8,Z,17.5,11.9,15,349,3
Audi,S3 quattro,Subcompact,2,4,AM7,Z,10.2,7.3,8.9,207,5
Audi,S4 Sedan quattro,Compact,3,6,AS8,Z,11.1,8,9.7,226,5
Audi,S5 Cabriolet quattro,Subcompact,3,6,AS8,Z,11.3,8.4,10,233,5
Audi,S5 Coupé quattro,Subcompact,3,6,AS8,Z,11.1,8,9.7,226,5
Audi,S5 Sportback quattro,Mid-size,3,6,AS8,Z,11.1,8,9.7,226,5
Audi,S6 quattro,Mid-size,2.9,6,AS8,Z,12.3,9,10.8,254,5
Audi,S7 quattro,Mid-size,2.9,6,AS8,Z,12.3,9,10.8,254,5
Audi,S8 Sedan quattro,Full-size,4,8,AS8,Z,15.9,10.3,13.4,313,4
Audi,SQ5 quattro,SUV: Small,3,6,AS8,Z,12.5,9.7,11.2,262,4
Audi,SQ5 Sportback quattro,SUV: Small,3,6,AS8,Z,12.5,9.7,11.2,262,4
Audi,SQ7 quattro,SUV: Standard,4,8,AS8,Z,16.1,11.3,13.9,325,3
Audi,SQ8 quattro,SUV: Standard,4,8,AS8,Z,16.1,11.3,13.9,325,3
Audi,TT Coupé 45 TFSI quattro,Subcompact,2,4,AM7,X,10.5,8,9.4,221,5
Audi,TT Roadster 45 TFSI quattro,Two-seater,2,4,AM7,X,10.5,8,9.4,221,5
Audi,TTS Coupé quattro,Subcompact,2,4,AM7,Z,10,7.7,9,209,5
Bentley,Bentayga,SUV: Standard,4,8,AS8,Z,16.2,11.2,14,328,3
Bentley,Bentayga EWB,SUV: Standard,4,8,AS8,Z,16.2,11.2,14,328,3
Bentley,Bentayga Speed,SUV: Standard,6,12,AS8,Z,19.3,12.7,16.3,383,2
Bentley,Continental GT,Subcompact,4,8,AM8,Z,15.3,10.4,13.1,307,4
Bentley,Continental GT Speed,Subcompact,6,12,AM8,Z,19.6,12,16.2,379,2
Bentley,Continental GTC,Minicompact,4,8,AM8,Z,15.8,10.5,13.4,315,4
Bentley,Continental GTC Speed,Minicompact,6,12,AM8,Z,20.3,12.9,17,395,2
Bentley,Flying Spur,Mid-size,4,8,AM8,Z,15.9,10.8,13.6,319,3
Bentley,Flying Spur Speed,Mid-size,6,12,AM8,Z,19.2,12.2,16,373,2
BMW,230i xDrive Coupe,Subcompact,2,4,AS8,Z,9.6,6.9,8.4,195,6
BMW,330i xDrive Sedan,Compact,2,4,AS8,Z,9.8,7,8.6,200,6
BMW,430i xDrive Cabriolet,Subcompact,2,4,AS8,Z,10.1,7.1,8.7,203,5
BMW,430i xDrive Coupe,Subcompact,2,4,AS8,Z,10.1,7.1,8.7,203,5
BMW,530i xDrive Sedan,Mid-size,2,4,AS8,Z,10.1,7.5,8.9,206,5
BMW,540i xDrive Sedan,Mid-size,3,6,AS8,Z,10.5,8.1,9.4,219,5
BMW,760i xDrive Sedan,Full-size,4.4,8,AS8,Z,13,9.1,11.3,261,4
BMW,ALPINA B8 Gran Coupe,Mid-size,4.4,8,AS8,Z,14.1,9.9,12.2,284,4
BMW,ALPINA XB7,SUV: Standard,4.4,8,AS8,Z,15.2,11.6,13.6,314,4
BMW,M2 Coupe,Subcompact,3,6,AS8,Z,14.6,10.3,12.7,294,4
BMW,M2 Coupe,Subcompact,3,6,M6,Z,14.3,10,12.4,287,4
BMW,M240i xDrive Coupe,Subcompact,3,6,AS8,Z,10.4,7.4,9,210,5
BMW,M3 Sedan,Compact,3,6,M6,Z,14.7,10.1,12.6,293,4
BMW,M3 Competition M xDrive Sedan,Compact,3,6,AS8,Z,14.6,10.5,12.7,296,4
BMW,M340i xDrive Sedan,Compact,3,6,AS8,Z,10.3,7.4,9,210,5
BMW,M4 Competition M xDrive Cabriolet,Subcompact,3,6,AS8,Z,15.1,10.4,12.9,301,4
BMW,M4 Coupe,Subcompact,3,6,M6,Z,14.7,10.1,12.6,293,4
BMW,M4 Competition M xDrive Coupe,Subcompact,3,6,AS8,Z,14.6,10.5,12.7,296,4
BMW,M4 CSL Coupe,Subcompact,3,6,AS8,Z,15,10.3,12.9,301,4
BMW,M440i xDrive Cabriolet,Subcompact,3,6,AS8,Z,10.6,7.7,9.3,216,5
BMW,M440i xDrive Coupe,Subcompact,3,6,AS8,Z,10.7,7.6,9.3,216,5
BMW,M5 Sedan,Mid-size,4.4,8,AS8,Z,16.1,11.1,13.8,324,3
BMW,M5 Competition Sedan,Mid-size,4.4,8,AS8,Z,16.1,11.1,13.8,324,3
BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,14,9.5,12,277,4
BMW,M8 Competition Cabriolet,Subcompact,4.4,8,AS8,Z,16.1,10.9,13.7,321,3
BMW,M8 Competition Coupe,Subcompact,4.4,8,AS8,Z,16.1,10.9,13.7,321,3
BMW,M8 Competition Gran Coupe,Mid-size,4.4,8,AS8,Z,16.1,10.9,13.7,321,3
BMW,M850i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,14.1,9.9,12.2,284,4
BMW,M850i xDrive Coupe,Subcompact,4.4,8,AS8,Z,14.1,9.9,12.2,284,4
BMW,M850i xDrive Gran Coupe,Mid-size,4.4,8,AS8,Z,14.1,9.9,12.2,284,4
BMW,X1 xDrive28i,SUV: Small,2,4,AM7,Z,9.6,7,8.4,195,6
BMW,X3 xDrive30i,SUV: Small,2,4,AS8,Z,11,8.4,9.9,229,5
BMW,X3 M,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,323,3
BMW,X3 M Competition,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,323,3
BMW,X3 M40i,SUV: Small,3,6,AS8,Z,10.9,9,10.1,235,5
BMW,X4 xDrive30i,SUV: Small,2,4,AS8,Z,11,8.4,9.9,229,5
BMW,X4 M,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,323,3
BMW,X4 M Competition,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,323,3
BMW,X4 M40i,SUV: Small,3,6,AS8,Z,10.9,9,10.1,235,5
BMW,X5 xDrive40i,SUV: Standard,3,6,AS8,Z,11.4,9.3,10.4,242,5
BMW,X5 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364,2
BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364,2
BMW,X5 M50i,SUV: Standard,4.4,8,AS8,Z,14.7,10.9,13,302,4
BMW,X6 xDrive40i,SUV: Standard,3,6,AS8,Z,11.4,9.3,10.4,242,5
BMW,X6 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364,2
BMW,X6 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,364,2
BMW,X6 M50i,SUV: Standard,4.4,8,AS8,Z,14.7,10.9,13,302,4
BMW,X7 xDrive40i,SUV: Standard,3,6,AS8,Z,11.3,9.5,10.5,243,5
BMW,X7 M60i xDrive,SUV: Standard,4.4,8,AS8,Z,14.3,11.1,12.9,299,4
BMW,Z4 sDrive30i,Two-seater,2,4,AS8,Z,9.4,7.1,8.4,194,6
BMW,Z4 M40i,Two-seater,3,6,AS8,Z,10.4,7.5,9.1,210,5
Bugatti,Chiron,Two-seater,8,16,AM7,Z,26.8,16.6,22.2,522,1
Bugatti,Chiron Pur Sport,Two-seater,8,16,AM7,Z,30.3,20.9,26.1,608,1
Bugatti,Chiron Super Sport,Two-seater,8,16,AM7,Z,30.3,20.9,26.1,608,1
Buick,Enclave AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,277,4
Buick,Encore GX,SUV: Small,1.2,3,AV,X,8,7.6,7.8,184,6
Buick,Encore GX,SUV: Small,1.3,3,AV,X,8.2,7.4,7.9,185,6
Buick,Encore GX AWD,SUV: Small,1.3,3,A9,X,9,8.3,8.6,202,5
Buick,Envision,SUV: Small,2,4,AS9,X,10.2,7.5,9,211,5
Buick,Envision AWD,SUV: Small,2,4,AS9,X,10.5,8.2,9.5,222,5
Cadillac,CT4,Compact,2,4,AS8,Z,10.2,7,8.8,206,5
Cadillac,CT4,Compact,2.7,4,AS10,Z,11,7.6,9.5,221,5
Cadillac,CT4 AWD,Compact,2,4,AS8,Z,10.5,7.6,9.2,216,5
Cadillac,CT4 AWD,Compact,2.7,4,AS10,Z,11.3,8.1,9.9,231,5
Cadillac,CT4-V,Compact,2.7,4,AS10,Z,11.9,8.2,10.2,239,5
Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,12,8.4,10.4,244,5
Cadillac,CT4-V Blackwing,Compact,3.6,6,AS10,Z,15,9.7,12.6,297,4
Cadillac,CT4-V Blackwing,Compact,3.6,6,M6,Z,15.2,10.2,13,303,4
Cadillac,CT5,Mid-size,2,4,AS10,Z,10.3,7.1,8.8,207,5
Cadillac,CT5,Mid-size,3,6,AS10,Z,12.4,8.7,10.7,252,5
Cadillac,CT5 AWD,Mid-size,2,4,AS10,Z,10.9,7.8,9.5,222,5
Cadillac,CT5 AWD,Mid-size,3,6,AS10,Z,13.1,9.1,11.3,265,4
Cadillac,CT5-V,Mid-size,3,6,AS10,Z,13.1,8.8,11.2,263,4
Cadillac,CT5-V AWD,Mid-size,3,6,AS10,Z,13.1,9.1,11.3,265,4
Cadillac,CT5-V Blackwing,Mid-size,6.2,8,AS10,Z,17.9,11,14.8,347,3
Cadillac,CT5-V Blackwing,Mid-size,6.2,8,M6,Z,18.4,11.4,15.2,368,2
Cadillac,Escalade 4WD,SUV: Standard,3,6,A10,D,11.7,9,10.5,281,4
Cadillac,Escalade 4WD,SUV: Standard,6.2,8,A10,Z,16.6,13.1,15,352,3
Cadillac,Escalade-V AWD,SUV: Standard,6.2,8,AS10,Z,21.6,14.9,18.6,436,1
Cadillac,XT4,SUV: Small,2,4,AS9,Z,10.2,7.8,9.1,214,5
Cadillac,XT4 AWD,SUV: Small,2,4,AS9,Z,10.9,8.2,9.7,228,5
Cadillac,XT5,SUV: Small,2,4,AS9,Z,10.9,8.2,9.7,228,5
Cadillac,XT5 AWD,SUV: Small,2,4,AS9,Z,11.2,8.7,10.1,237,5
Cadillac,XT5 AWD,SUV: Small,3.6,6,AS9,X,12.9,9.3,11.3,265,4
Cadillac,XT6 AWD,SUV: Small,2,4,AS9,Z,11.2,9,10.2,239,5
Cadillac,XT6 AWD,SUV: Small,3.6,6,AS9,X,13.1,9.5,11.5,269,4
Chevrolet,Blazer,SUV: Small,2,4,A9,X,10.6,8,9.4,227,5
Chevrolet,Blazer AWD,SUV: Small,2,4,A9,X,10.8,8.7,9.9,232,5
Chevrolet,Blazer AWD,SUV: Small,3.6,6,A9,X,12.6,9.2,11,259,4
Chevrolet,Camaro,Subcompact,2,4,AS8,Z,10.9,7.8,9.5,222,5
Chevrolet,Camaro,Subcompact,2,4,M6,Z,12.6,8.3,10.7,249,5
Chevrolet,Camaro,Subcompact,3.6,6,AS10,X,12.8,8.2,10.7,253,5
Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.4,9.1,12,281,4
Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,Z,14.6,8.9,12,281,4
Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,14.9,9.9,12.6,297,4
Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS10,Z,18.3,11.2,15.1,355,3
Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,17.2,12,14.9,349,3
Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,15,9.8,12.7,299,4
Chevrolet,Corvette Z06,Two-seater,5.5,8,AS8,Z,19.4,11.4,15.8,371,2
Chevrolet,Corvette Z06 Carbon Aero,Two-seater,5.5,8,AS8,Z,20,12.7,16.7,392,2
Chevrolet,Equinox,SUV: Small,1.5,4,A6,X,8.9,7.7,8.4,197,6
Chevrolet,Equinox AWD,SUV: Small,1.5,4,A6,X,9.9,7.9,9,211,5
Chevrolet,Malibu,Mid-size,1.5,4,AV,X,8.6,6.8,7.8,181,6
Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A8,X,12.7,11.2,12,281,4
Chevrolet,Silverado,Pickup truck: Standard,3,6,A10,D,10,8.1,9.2,247,5
Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A10,X,14,11.1,12.7,298,4
Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A10,X,14.3,11.7,13.1,308,4
Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A10,E,19.6,15.3,17.7,293,4
Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,12.9,11.5,12.2,288,4
Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,13.8,13.2,13.6,318,3
Chevrolet,Silverado 4WD,Pickup truck: Standard,3,6,A10,D,10.7,8.7,9.8,264,4
Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,3,6,A10,D,11.1,10.2,10.7,288,4
Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,X,14.8,11.8,13.5,325,3
Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,13.9,326,3
Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,19.2,318,3
Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,15.8,13.2,14.6,343,3
Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,13.9,326,3
Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,19.2,318,3
Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,14.9,12,13.6,319,3
Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,16.7,12.7,14.9,349,3
Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A10,Z,16.7,14,15.5,364,2
Chevrolet,Suburban,SUV: Standard,3,6,A10,D,11.2,8.7,10.1,272,4
Chevrolet,Suburban,SUV: Standard,5.3,8,A10,X,15.8,11.8,14,327,3
Chevrolet,Suburban 4WD,SUV: Standard,3,6,A10,D,11.7,9,10.5,281,4
Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A10,X,16,12.7,14.5,339,3
Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,Z,16.6,13.1,15,352,3
Chevrolet,Tahoe,SUV: Standard,3,6,A10,D,11,8.5,9.9,265,4
Chevrolet,Tahoe,SUV: Standard,5.3,8,A10,X,15.8,11.8,14,327,3
Chevrolet,Tahoe 4WD,SUV: Standard,3,6,A10,D,11.7,9,10.5,281,4
Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8,A10,X,15.8,11.8,14,327,3
Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,Z,16.6,13.1,15,352,3
Chevrolet,Trailblazer,SUV: Small,1.2,3,AV,X,8,7.6,7.8,184,6
Chevrolet,Trailblazer,SUV: Small,1.3,3,AV,X,8.1,7.2,7.7,180,6
Chevrolet,Trailblazer AWD,SUV: Small,1.3,3,A9,X,8.9,7.8,8.4,197,6
Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,277,4
Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.8,10.3,242,5
Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,289,4
Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.7,11,258,4
Chrysler,300C,Full-size,6.4,8,A8,Z,15.9,9.6,13.1,307,4
Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,12.4,8.4,10.6,249,5
Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,249,5
Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,14.1,9.4,12,279,4
Dodge,Challenger,Mid-size,3.6,6,A8,X,12.4,7.8,10.3,242,5
Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.7,9.4,12.3,289,4
Dodge,Challenger,Mid-size,5.7,8,M6,Z,15.6,10.1,13.1,307,4
Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.9,9.6,13.1,307,4
Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,325,3
Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,12.8,8.7,11,258,4
Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,15.9,9.6,13.1,307,4
Dodge,Challenger Widebody,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,325,3
Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,339,3
Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,352,3
Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,18.6,11.4,15.4,359,2
Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,352,3
Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.8,10.3,242,5
Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.7,9.4,12.3,289,4
Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.9,9.6,13.1,307,4
Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11,258,4
Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,15.9,9.6,13.1,307,4
Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,Z,19,11.5,15.6,368,2
Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,13,9.4,11.3,266,4
Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331,3
Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.2,15.6,363,2
Dodge,Durango AWD SRT Hellcat,SUV: Standard,6.2,8,A8,Z,20.5,13.8,17.4,410,1
FIAT,500X AWD,SUV: Small,1.3,4,A9,X,10,7.9,9.1,221,5
Ford,Bronco 4WD,SUV: Small,2.3,4,AS10,X,12.1,11.1,11.6,273,4
Ford,Bronco 4WD,SUV: Small,2.3,4,M7,X,11.9,11.2,11.6,272,4
Ford,Bronco 4WD,SUV: Small,2.7,6,AS10,X,12.5,11.5,12,283,4
Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,AS10,X,13.8,13.8,13.8,324,3
Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,14.7,13.8,14.3,336,3
Ford,Bronco Badlands 4WD,SUV: Small,2.7,6,AS10,X,14.1,14.1,14.1,331,3
Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,308,4
Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,M7,X,14.7,13.1,14,329,3
Ford,Bronco Black Diamond 4WD,SUV: Small,2.7,6,AS10,X,13.1,13.1,13.1,308,4
Ford,Bronco Raptor 4WD,SUV: Standard,3,6,AS10,X,15.7,14.8,15.3,358,2
Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.8,13.4,314,4
Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,M7,X,14.7,13.1,14,329,3
Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6,AS10,X,14.1,14.1,14.1,331,3
Ford,Bronco Sport 4WD,SUV: Small,1.5,3,A8,X,9.3,8.4,8.9,209,5
Ford,Bronco Sport 4WD,SUV: Small,2,4,AS8,X,11.1,9,10.2,240,5
Ford,Edge AWD,SUV: Small,2,4,A8,X,11.6,8.5,10.2,239,5
Ford,Edge AWD,SUV: Small,2,4,AS8,X,11.5,8.4,10.1,238,5
Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.7,9.3,11.2,262,4
Ford,Escape,SUV: Small,1.5,3,A8,X,8.9,6.9,8,188,6
Ford,Escape AWD,SUV: Small,1.5,3,A8,X,9.2,7.4,8.4,197,6
Ford,Escape AWD,SUV: Small,2,4,A8,X,10.2,7.6,9.1,211,5
Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,5.6,6.5,6,140,7
Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.6,6.5,6,140,7
Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.7,10.6,12.9,302,4
Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,15.4,11.2,13.5,318,3
Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6,AS10,X,14.5,12.3,13.5,318,3
Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,15.2,12.3,13.9,327,3
