Make,Model,Class,EngineSize,Cylinders,Transmission,FuelType,ConsumptionCity,ConsumptionHwy,ConsumptionComb,CO2_Emissions,CO2_Rating
Lincoln,Corsair AWD,SUV: Small,2,4,AS8,X,11.2,8.3,9.9,232,5
Lincoln,Nautilus AWD,SUV: Small,2,4,A8,X,11.6,9.4,10.6,249,5
Lincoln,Nautilus AWD,SUV: Small,2,4,AS8,X,11.5,9.4,10.6,249,5
Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,X,12.7,9.3,11.2,262,4
Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,15.2,10.8,13.2,310,4
Lincoln,Navigator 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,15.7,11.1,13.6,320,3
Maserati,Ghibli GT,Mid-size,3,6,A8,Z,13.4,9.4,11.6,271,4
Maserati,Ghibli Modena,Mid-size,3,6,A8,Z,13.4,9.4,11.6,271,4
Maserati,Ghibli Modena AWD,Mid-size,3,6,A8,Z,14.1,9.5,12,284,4
Maserati,Ghibli Trofeo,Mid-size,3.8,8,A8,Z,17.4,11.9,14.9,348,3
Maserati,Grecale GT,SUV: Small,2,4,A8,Z,10.6,8,9.4,218,5
Maserati,Grecale Modena,SUV: Small,2,4,A8,Z,10.6,8,9.4,218,5
Maserati,Grecale Trofeo,SUV: Small,3,6,A8,Z,13.3,9.5,11.6,268,4
Maserati,Levante GT,SUV: Standard,3,6,A8,Z,15.1,10.9,13.2,308,4
Maserati,Levante Modena,SUV: Standard,3,6,A8,Z,15.1,10.9,13.2,308,4
Maserati,Levante Modena V8,SUV: Standard,3.8,8,A8,Z,17.4,12,15,349,3
Maserati,Levante Trofeo,SUV: Standard,3.8,8,A8,Z,17.4,12,15,349,3
Maserati,MC20,Two-seater,3,6,AS8,Z,15.4,9.5,12.8,295,4
Maserati,MC20 Spyder,Two-seater,3,6,AS8,Z,15.6,9.4,12.8,299,4
Maserati,Quattroporte GT,Full-size,3,6,A8,Z,14.4,9.3,12.1,281,4
Maserati,Quattroporte Modena,Full-size,3,6,A8,Z,14.4,9.3,12.1,281,4
Maserati,Quattroporte Modena AWD,Full-size,3,6,A8,Z,14.1,9.5,12,284,4
Maserati,Quattroporte Trofeo,Full-size,3.8,8,A8,Z,17.4,11.9,14.9,348,3
Mazda,CX-30 4WD,SUV: Small,2,4,AS6,X,9.4,7.7,8.6,202,5
Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,X,9,7.1,8.2,192,6
Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.5,7.9,9.3,220,5
Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,X,9.8,7.9,9,209,5
Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,230,5
Mazda,CX-50 4WD,SUV: Small,2.5,4,AS6,X,9.7,7.9,8.9,209,5
Mazda,CX-50 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.4,8.1,9.4,220,5
Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,11.6,9.1,10.5,245,5
Mazda,Mazda3 4-Door,Compact,2,4,AS6,X,8.4,6.6,7.6,178,6
Mazda,Mazda3 4-Door (SIL),Compact,2,4,M6,X,8.7,6.4,7.7,180,6
Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.6,6.4,7.6,179,6
Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,8.8,6.6,7.9,185,6
Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,X,10.1,7.3,8.8,207,5
Mazda,Mazda3 5-Door,Mid-size,2,4,AS6,X,8.6,6.7,7.7,181,6
Mazda,Mazda3 5-Door (SIL),Mid-size,2,4,M6,X,8.7,6.6,7.8,181,6
Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,8.7,6.7,7.8,183,6
Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,X,9,6.4,7.8,184,6
Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9,7,8.1,190,6
Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,X,10.1,7.5,8.9,209,5
Mazda,MX-5,Two-seater,2,4,AS6,Z,9,6.6,7.9,186,6
Mazda,MX-5 (SIL),Two-seater,2,4,M6,Z,9,7,8.1,189,6
Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3,6,A9,Z,13.3,9.2,11.4,268,4
Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3,6,A9,Z,12.9,8.7,11,257,5
Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2,4,AM7,Z,11.4,8.1,9.9,232,5
Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2,4,AM8,Z,12,8.3,10.3,241,5
Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3,6,A9,Z,11.6,8.8,10.3,241,5
Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3,6,A9,Z,11,8.1,9.7,227,5
Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3,6,A9,Z,11.6,8.7,10.3,242,5
Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3,6,A9,Z,11.5,8.5,10.2,238,5
Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2,4,AM8,Z,10.7,8,9.5,222,5
Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2,4,AM8,Z,12.2,9.3,10.9,256,5
Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2,4,AM8,Z,11.3,8.7,10.2,238,5
Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3,6,A9,Z,13.5,9.7,11.8,274,4
Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3,6,A9,Z,13.4,10.7,12.2,284,4
Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3,6,A9,Z,13.1,10.4,11.9,277,4
Mercedes-Benz,AMG GLE 63 S 4MATIC+ SUV,SUV: Standard,4,8,A9,Z,16.3,12.6,14.7,343,3
Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,SUV: Standard,4,8,A9,Z,16.5,12.8,14.8,347,3
Mercedes-Benz,AMG GLS 63 4MATIC+ SUV,SUV: Standard,4,8,A9,Z,16.6,13.2,15.1,354,3
Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3,6,A9,Z,12.3,9.8,11.2,262,4
Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2,4,A9,Z,11,7.8,9.5,223,5
Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2,4,A9,Z,10.7,7.6,9.3,218,5
Mercedes-Benz,C 300 4MATIC Sedan,Compact,2,4,A9,Z,9.8,7.1,8.6,201,6
Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2,4,AM7,Z,9.8,7,8.6,200,6
Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3,6,A9,Z,11,8.2,9.7,229,5
Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2,4,A9,Z,11.2,8,9.7,228,5
Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3,6,A9,Z,11.2,8.4,9.9,233,5
Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3,6,A9,Z,11,8,9.6,225,5
Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3,6,A9,Z,10.6,7.8,9.3,219,5
Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3,6,A9,Z,11.4,8.3,10,233,5
Mercedes-Benz,G 550 SUV,SUV: Standard,4,8,A9,Z,17.9,14.4,16.3,383,2
Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2,4,AM8,Z,10.3,7.3,9,210,5
Mercedes-Benz,GLB 250 4MATIC SUV,SUV: Small,2,4,AM8,Z,10.7,7.9,9.4,221,5
Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2,4,A9,Z,12.2,9.2,10.9,253,5
Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2,4,A9,Z,12.1,9.6,11,257,5
Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3,6,A9,Z,11.5,9.3,10.5,245,5
Mercedes-Benz,GLE 450 4MATIC Coupe,SUV: Standard,3,6,A9,Z,11.7,9.2,10.5,247,5
Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3,6,A9,Z,12.7,10.1,11.6,270,4
Mercedes-Benz,GLS 580 4MATIC SUV,SUV: Standard,4,8,A9,Z,14.9,11.2,13.2,310,4
Mercedes-Benz,GLS 600 4MATIC Maybach SUV,SUV: Standard,4,8,A9,Z,16.8,12.4,14.8,346,3
Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4,8,A9,Z,15.9,9.6,13,305,4
Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2,4,A9,Z,12.6,10.4,11.6,271,4
Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2,4,A9,Z,12.6,10.4,11.6,271,4
Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2,4,A9,Z,13.4,10.8,12.3,285,4
Mercedes-Benz,S 500 4MATIC Sedan,Full-size,3,6,A9,Z,12,8.4,10.4,242,5
Mercedes-Benz,S 580 4MATIC Sedan,Full-size,4,8,A9,Z,14.3,9.5,12.2,285,4
MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,6
MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,8.6,6.3,7.6,177,6
MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,6
MINI,Cooper 5 Door,Subcompact,1.5,3,M6,Z,8.6,6.3,7.6,177,6
MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,Z,9.6,7.1,8.5,199,6
MINI,Cooper Convertible,Minicompact,1.5,3,AM7,Z,8.2,6.2,7.3,170,6
MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,8.6,6.3,7.6,177,6
MINI,Cooper Countryman,Mid-size,1.5,3,AM7,Z,9.1,7.3,8.3,194,6
MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,Z,10.1,7.6,9,209,5
MINI,Cooper S 3 Door,Subcompact,2,4,AM7,Z,8.5,6.2,7.5,174,6
MINI,Cooper S 3 Door,Subcompact,2,4,M6,Z,10.3,7,8.8,205,5
MINI,Cooper S 5 Door,Subcompact,2,4,AM7,Z,8.5,6.2,7.5,174,6
MINI,Cooper S 5 Door,Subcompact,2,4,M6,Z,10.3,7,8.8,205,5
MINI,Cooper S Clubman,Mid-size,2,4,AM7,Z,9.3,6.8,8.2,191,6
MINI,Cooper S Clubman,Mid-size,2,4,M6,Z,10.9,7.4,9.3,217,5
MINI,Cooper S Clubman ALL4,Mid-size,2,4,AS8,Z,10.1,7.3,8.9,206,5
MINI,Cooper S Convertible,Minicompact,2,4,AM7,Z,8.8,6.5,7.8,182,6
MINI,Cooper S Convertible,Minicompact,2,4,M6,Z,10.1,7.1,8.8,205,5
MINI,Cooper S Countryman,Mid-size,2,4,AM7,Z,9.7,7.2,8.5,199,6
MINI,Cooper S Countryman ALL4,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,212,5
MINI,John Cooper Works 3 Door,Subcompact,2,4,AS8,Z,9.3,6.9,8.2,191,6
MINI,John Cooper Works 3 Door,Subcompact,2,4,M6,Z,10.7,7.5,9.3,216,5
MINI,John Cooper Works Clubman ALL4,Mid-size,2,4,AS8,Z,10.1,7.6,9,210,5
MINI,John Cooper Works Convertible,Minicompact,2,4,AS8,Z,9.7,7.2,8.6,200,6
MINI,John Cooper Works Countryman ALL4,Mid-size,2,4,AS8,Z,10,7.8,9,210,5
Mitsubishi,Eclipse Cross 4WD,SUV: Small,1.5,4,AV8,X,9.6,8.9,9.3,216,5
Mitsubishi,Mirage,Compact,1.2,3,AV,X,6.6,5.6,6.2,143,7
Mitsubishi,Mirage,Compact,1.2,3,M5,X,7.1,5.8,6.5,151,7
Mitsubishi,Outlander 4WD,SUV: Small,2.5,4,AV8,X,9.7,7.9,8.9,208,5
Mitsubishi,RVR,SUV: Small,2,4,AV6,X,9.7,7.8,8.9,207,5
Mitsubishi,RVR 4WD,SUV: Small,2,4,AV6,X,10,8.1,9.1,213,5
Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,X,10.3,8.3,9.4,218,5
Nissan,Altima AWD,Mid-size,2.5,4,AV,X,9.1,6.5,7.9,187,6
Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,X,9.3,6.7,8.1,191,6
Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,Z,17.5,12.9,15.4,362,2
Nissan,Frontier,Pickup truck: Standard,3.8,6,AS9,X,12.5,9.3,11.1,260,4
Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6,AS9,X,12.8,10.2,11.6,273,4
Nissan,Frontier 4WD Pro-4X,Pickup truck: Standard,3.8,6,AS9,X,13.3,10.5,12,283,4
Nissan,GT-R,Subcompact,3.8,6,AM6,Z,14.4,10.9,12.8,300,4
Nissan,Kicks,Mid-size,1.6,4,AV,X,7.7,6.6,7.2,169,6
Nissan,Maxima,Mid-size,3.5,6,AV7,Z,11.6,7.9,9.9,233,5
Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,X,12,8.5,10.4,245,5
Nissan,Pathfinder 4WD,SUV: Small,3.5,6,AS9,X,11.6,9.2,10.5,246,5
Nissan,Pathfinder 4WD Rock Creek,SUV: Small,3.5,6,AS9,Z,11.9,10,11.1,260,4
Nissan,Qashqai,Station wagon: Small,2,4,AV8,X,8.6,7.3,8,188,6
Nissan,Qashqai AWD,Station wagon: Small,2,4,AV8,X,9,7.5,8.3,196,6
Nissan,Rogue,SUV: Small,1.5,3,AV8,X,7.8,6.5,7.2,170,6
Nissan,Rogue,SUV: Small,2.5,4,AV8,X,9,7.1,8.1,190,6
Nissan,Rogue AWD,SUV: Small,1.5,3,AV8,X,8.4,6.7,7.6,179,6
Nissan,Rogue AWD SL/Platinum,SUV: Small,1.5,3,AV8,X,8.4,6.8,7.7,181,6
Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,X,9.2,7.2,8.3,195,6
Nissan,Sentra,Mid-size,2,4,AV,X,8,6,7.1,167,6
Nissan,Sentra SR,Mid-size,2,4,AV,X,8.2,6.1,7.3,171,6
Nissan,Sentra,Mid-size,2,4,M6,X,9.2,6.2,7.9,185,6
Nissan,Sentra SR,Mid-size,2,4,M6,X,9.4,6.4,8.1,189,6
Nissan,Versa,Compact,1.6,4,AV,X,7.4,5.9,6.7,158,7
Nissan,Versa,Compact,1.6,4,M5,X,8.6,6.7,7.7,181,6
Nissan,Z,Two-seater,3,6,AS9,Z,12.3,8.6,10.6,249,5
Nissan,Z,Two-seater,3,6,M6,Z,13.4,10,11.9,280,4
Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,253,5
Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,X,13,10,11.7,275,4
Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,D,11.1,8,9.7,260,4
Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,12.1,9.7,11,259,4
Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,X,16.1,11,13.8,325,3
Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,X,13.5,10.5,12.1,284,4
Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,Z,22.4,16.5,19.8,465,1
Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,X,13.6,9.5,11.7,276,4
Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,X,16.1,11.1,13.8,322,3
Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,X,14.5,10.1,12.5,294,4
Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,X,16.2,11.6,14.1,330,3
Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.4,16.6,389,2
Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.4,16.6,389,2
Rolls-Royce,Ghost,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,388,2
Rolls-Royce,Ghost Black Badge,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,388,2
Rolls-Royce,Ghost Extended,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,388,2
Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20.2,13.1,17,397,2
Rolls-Royce,Phantom Extended,Full-size,6.7,12,AS8,Z,20.2,13.1,17,397,2
Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,X,12.3,9.4,11,256,5
Subaru,BRZ,Minicompact,2.4,4,AS6,Z,11,7.7,9.5,224,5
Subaru,BRZ,Minicompact,2.4,4,M6,Z,12,8.8,10.5,247,5
Subaru,Crosstrek AWD,SUV: Small,2,4,AV8,X,8.5,7,7.9,184,6
Subaru,Crosstrek AWD,SUV: Small,2,4,M6,X,10.5,8.1,9.4,220,5
Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8.8,7,8,187,6
Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9,7.2,8.2,192,6
Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,X,9.5,8.3,9,210,5
Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,178,6
Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,M5,X,10.1,7.7,9,211,5
Subaru,Legacy AWD,Full-size,2.4,4,AV8,X,10.1,7.5,9,209,5
Subaru,Legacy AWD,Full-size,2.5,4,AV8,X,8.7,6.7,7.8,183,6
Subaru,Outback AWD,SUV: Small,2.4,4,AV8,X,10.6,8.1,9.5,221,5
Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,9.2,7.3,8.3,195,6
Subaru,Outback Wilderness AWD,SUV: Small,2.4,4,AV8,X,11,9,10.1,235,5
Subaru,WRX AWD,Mid-size,2.4,4,AV8,Z,12.7,9.4,11.2,262,4
Subaru,WRX AWD,Mid-size,2.4,4,M6,Z,12.3,9,10.8,254,5
Toyota,4Runner 4WD,SUV: Standard,4,6,AS5,X,14.9,12.6,13.8,323,3
Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,320,3
Toyota,Camry SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,174,6
Toyota,Camry XSE V6/TRD,Mid-size,3.5,6,AS8,X,10.8,7.6,9.4,220,5
Toyota,Camry AWD SE,Mid-size,2.5,4,AS8,X,9.4,6.8,8.2,192,6
Toyota,Camry AWD XSE,Mid-size,2.5,4,AS8,X,9.5,7,8.4,195,6
Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV6,X,4.9,4.8,4.9,113,8
Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV6,X,5.3,5,5.1,121,8
Toyota,Corolla (1-mode),Compact,2,4,AV10,X,7.4,5.7,6.7,158,7
Toyota,Corolla (3-mode),Compact,2,4,AV10,X,7.6,5.9,6.8,160,7
Toyota,Corolla Hatchback,Compact,2,4,AV10,X,7.5,5.9,6.8,159,7
Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,5.1,4.7,110,8
Toyota,Corolla Hybrid AWD (2-mode),Compact,1.8,4,AV,X,4.6,5.3,4.9,115,8
Toyota,Corolla Hybrid AWD (3-mode),Compact,1.8,4,AV,X,5,5.7,5.3,124,8
Toyota,Corolla Cross,SUV: Small,2,4,AV10,X,7.6,7,7.3,171,6
Toyota,Corolla Cross AWD,SUV: Small,2,4,AV10,X,8.1,7.4,7.8,182,6
Toyota,Crown AWD,Mid-size,2.4,4,AS6,X,8.1,7.3,7.8,182,6
Toyota,Crown AWD,Mid-size,2.5,4,AV,X,5.6,5.7,5.7,133,8
Toyota,GR Corolla,Subcompact,1.6,3,M6,Z,11.1,8.3,9.8,229,5
Toyota,GR Supra 2.0,Two-seater,2,4,AS8,Z,9.3,7.7,8.6,200,6
Toyota,GR Supra 3.0,Two-seater,3,6,AS8,Z,10.2,7.7,9.1,212,5
Toyota,GR Supra 3.0,Two-seater,3,6,M6,Z,12.7,8.8,10.9,255,5
Toyota,GR86,Minicompact,2.4,4,AS6,Z,11.1,7.7,9.6,225,5
Toyota,GR86,Minicompact,2.4,4,M6,Z,11.9,8.7,10.5,247,5
Toyota,Highlander AWD,SUV: Small,2.4,4,AS8,X,11,8.4,9.9,231,5
Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,158,7
Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,X,6.6,6.8,6.7,156,7
Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,184,6
Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.5,7.2,8.5,199,6
Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,X,8.8,7.1,8,187,6
Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,X,8.7,6.9,7.9,184,6
Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,5.8,6.3,6,141,7
Toyota,Sequoia 4WD,SUV: Standard,3.4,6,AS10,X,12.6,10.5,11.7,273,4
Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.6,154,7
Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.6,6.7,158,7
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.9,278,4
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,299,4
Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,300,4
Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,13.1,10.1,11.8,277,4
Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6,AS10,X,13.6,10.4,12.2,285,4
Toyota,Tundra 4WD TRD,Pickup truck: Standard,3.4,6,AS10,X,13.5,10.6,12.2,286,4
Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.7,10.5,11.7,274,4
Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.9,11.6,12.3,287,4
Toyota,Venza AWD,SUV: Small,2.5,4,AV,X,5.9,6.4,6.1,142,7
Volkswagen,Atlas,SUV: Small,2,4,AS8,X,11,9.3,10.2,240,5
Volkswagen,Atlas 4MOTION,SUV: Small,2,4,AS8,X,11.8,9.8,10.9,255,5
Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6,AS8,X,13.4,10.1,11.9,279,4
Volkswagen,Atlas Cross Sport,SUV: Small,2,4,AS8,X,11,9.6,10.3,243,5
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2,4,AS8,X,11.8,9.8,10.9,256,5
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,X,13.1,10,11.7,275,4
Volkswagen,Golf GTI,Compact,2,4,AM7,X,9.7,7,8.5,198,6
Volkswagen,Golf GTI,Compact,2,4,M6,X,10,7.3,8.8,205,5
Volkswagen,Golf R,Compact,2,4,A7,Z,10.3,7.7,9.1,213,5
Volkswagen,Golf R,Compact,2,4,M6,Z,11.8,8.3,10.2,237,5
Volkswagen,Jetta,Compact,1.5,4,AS8,X,7.7,5.7,6.8,159,7
Volkswagen,Jetta Comfortline/Highline,Compact,1.5,4,AS8,X,8.1,5.8,7.1,167,6
Volkswagen,Jetta,Compact,1.5,4,M6,X,8.2,5.6,7,165,7
Volkswagen,Jetta GLI,Compact,2,4,AM7,X,9,6.5,7.9,185,6
Volkswagen,Jetta GLI,Compact,2,4,M6,X,9.1,6.4,7.9,186,6
Volkswagen,Taos,SUV: Small,1.5,4,AS8,X,8.4,6.6,7.6,178,6
Volkswagen,Taos 4MOTION,SUV: Small,1.5,4,AM7,X,9.5,7.4,8.5,200,6
Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,X,10.6,8,9.4,222,5
Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2,4,AS8,X,11,8.3,9.8,229,5
Volvo,S60 B5,Compact,2,4,AS8,Z,9,6.7,8,186,6
Volvo,S60 B5 AWD,Compact,2,4,AS8,Z,9.4,6.9,8.3,193,6
Volvo,S90 B6 AWD,Mid-size,2,4,AS8,Z,10.3,7.5,9,211,5
Volvo,V60 B6 AWD,Station wagon: Small,2,4,AS8,Z,10.3,7.6,9.1,212,5
Volvo,V60 CC B5 AWD,Station wagon: Small,2,4,AS8,Z,10.1,7.7,9,211,5
Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2,4,AS8,Z,10.9,8.3,9.7,227,5
Volvo,XC40 B4 AWD,SUV: Small,2,4,AS8,Z,10,7.6,8.9,208,5
Volvo,XC40 B5 AWD,SUV: Small,2,4,AS8,Z,10.2,7.9,9.2,215,5
Volvo,XC60 B5 AWD,SUV: Small,2,4,AS8,Z,10.3,8.2,9.4,218,5
Volvo,XC60 B6 AWD,SUV: Small,2,4,AS8,Z,11.1,8.7,10,233,5
Volvo,XC90 B5 AWD,SUV: Standard,2,4,AS8,Z,10.5,8.4,9.6,223,5
Volvo,XC90 B6 AWD,SUV: Standard,2,4,AS8,Z,11.9,9.1,10.6,249,5
